Ocupacao, Tempo\n
0.001, 0.00036
0.002, 0.00051
0.003, 0.00051
0.004, 0.00051
0.005, 0.00051
0.006, 0.00051
0.007, 0.00051
0.008, 0.00051
0.009, 0.00051
0.010, 0.00051
0.011, 0.00051
0.012, 0.00051
0.013, 0.00051
0.014, 0.00051
0.015, 0.00051
0.016, 0.00051
0.017, 0.00051
0.018, 0.00051
0.019, 0.00051
0.020, 0.00051
0.021, 0.00051
0.022, 0.00051
0.023, 0.00051
0.024, 0.00051
0.025, 0.00051
0.026, 0.00051
0.027, 0.00051
0.028, 0.00051
0.029, 0.00051
0.030, 0.00051
0.031, 0.00051
0.032, 0.00051
0.033, 0.00051
0.034, 0.00051
0.035, 0.00051
0.036, 0.00051
0.037, 0.00051
0.038, 0.00051
0.039, 0.00051
0.040, 0.00051
0.041, 0.00051
0.042, 0.00051
0.043, 0.00051
0.044, 0.00051
0.045, 0.00051
0.046, 0.00051
0.047, 0.00051
0.048, 0.00051
0.049, 0.00051
0.050, 0.00051
0.051, 0.00051
0.052, 0.00052
0.053, 0.00052
0.054, 0.00052
0.055, 0.00052
0.056, 0.00052
0.057, 0.00052
0.058, 0.00052
0.059, 0.00052
0.060, 0.00052
0.061, 0.00052
0.062, 0.00052
0.063, 0.00052
0.064, 0.00052
0.065, 0.00052
0.066, 0.00052
0.067, 0.00052
0.068, 0.00052
0.069, 0.00052
0.070, 0.00052
0.071, 0.00052
0.072, 0.00052
0.073, 0.00052
0.074, 0.00052
0.075, 0.00052
0.076, 0.00052
0.077, 0.00052
0.078, 0.00052
0.079, 0.00052
0.080, 0.00052
0.081, 0.00052
0.082, 0.00052
0.083, 0.00052
0.084, 0.00052
0.085, 0.00052
0.086, 0.00052
0.087, 0.00052
0.088, 0.00052
0.089, 0.00052
0.090, 0.00052
0.091, 0.00052
0.092, 0.00052
0.093, 0.00052
0.094, 0.00052
0.095, 0.00052
0.096, 0.00052
0.097, 0.00052
0.098, 0.00052
0.099, 0.00052
0.100, 0.00052
0.101, 0.00052
0.102, 0.00052
0.103, 0.00052
0.104, 0.00052
0.105, 0.00052
0.106, 0.00052
0.107, 0.00052
0.108, 0.00052
0.109, 0.00052
0.110, 0.00052
0.111, 0.00052
0.112, 0.00052
0.113, 0.00052
0.114, 0.00052
0.115, 0.00052
0.116, 0.00052
0.117, 0.00052
0.118, 0.00052
0.119, 0.00052
0.120, 0.00052
0.121, 0.00052
0.122, 0.00052
0.123, 0.00052
0.124, 0.00052
0.125, 0.00052
